time,seconds_elapsed,z,y,x
1684119873580682000,0.038681884765625,0.1285246731042862,0.16342793644219636,0.2102005012720823
1684119873590652000,0.04865185546875,0.10915770933330059,0.07925736884921789,0.17698241454213856
1684119873600622000,0.0586220703125,-0.0558095655053854,0.0341439694032073,0.04090571862310171
1684119873610592000,0.068592041015625,-0.019462240839004514,0.052851592482626435,0.02844020480364561
1684119873620561200,0.07856103515625,-0.01656067417860031,0.14031944805532692,0.018232699044048783
1684119873630531000,0.088531005859375,-0.19980127233266828,0.2078895939812064,-0.1522568463474512
1684119873640501000,0.0985009765625,-0.02890110031366348,0.21564181554317474,-0.3180295923501253
1684119873650470100,0.10847021484375,-0.05483516751527786,0.253273334801197,-0.25447072789222
1684119873660440300,0.1184404296875,-0.25118425356745716,0.28803835871219635,-0.013918927498161792
1684119873670410200,0.12841015625,-0.20061551132500172,0.13727233544439077,0.16015636742562053
1684119873680379100,0.138379150390625,-0.16029928302764893,-0.0009068857118487357,0.2421376082807779
1684119873690349000,0.14834912109375,-0.008171616017818451,-0.018431728747487067,0.22592004845142363
1684119873700319000,0.158319091796875,0.10160568651854991,-0.07784808657318353,0.043181554600596424
1684119873710288100,0.1682880859375,-0.06413900243341922,-0.09661708445101976,-0.05629384189099073
1684119873720258000,0.178258056640625,-0.16580898635983465,0.10071282933205365,0.17553747643083334
1684119873730228200,0.188228271484375,-0.2769119845420122,0.1751356176316738,0.46064650369286536
1684119873740197000,0.198197021484375,-0.645695028051734,0.07599573670476674,0.6306660934850573
1684119873750167000,0.2081669921875,-0.8987515052318572,0.05521364543884992,0.35453999862372876
1684119873760137000,0.218136962890625,-0.6202665722846985,-0.025290508601069447,-0.8350798280492424
1684119873770106000,0.228106201171875,-0.5377706599056721,0.2199360056057572,-1.5084467068806289
1684119873780076000,0.238075927734375,-1.1045371126711367,0.6980655590191484,-0.23867343930155038
1684119873790046000,0.2480458984375,-1.2333639835923909,0.5234986811861395,1.1112708048403261
1684119873800015000,0.25801513671875,-0.6847644711583852,0.6264844238862395,1.5221695272848008
1684119873809985300,0.2679853515625,-0.8237596848726272,1.1345835836276412,1.7247434792011975
1684119873819955200,0.277955078125,-0.8723188408583402,1.3593775506585835,1.593444080686569
1684119873829924000,0.287924072265625,-0.8793968164205551,1.4833964367762207,1.330564420889318
1684119873839894000,0.29789404296875,-0.9914438174545764,1.5856512348532676,0.8995350568249821
1684119873849864000,0.307864013671875,-1.2093266899228095,1.6217349401473997,0.07321838094592094
1684119873859833000,0.3178330078125,-0.7214794600933789,1.6987193956285713,0.10048720388263463
1684119873869803300,0.32780322265625,-0.7366518947839736,1.499147548137605,0.2756941331848502
1684119873879773200,0.337773193359375,-0.503680174255371,0.704310298627615,0.1038496660530567
1684119873889742000,0.3477421875,-0.3219593330144882,0.5604115307807922,0.42436932165324687
1684119873899712000,0.3577119140625,-0.09573533318042754,0.42431262302994727,0.20891922928988932
1684119873909682000,0.367681884765625,0.4802443536102772,0.25505086586773396,0.18853052125573158
1684119873919651000,0.377651123046875,0.11847966443002224,-0.17886925120204686,-0.15221066911816597
1684119873929621000,0.38762109375,-0.14264321482777595,-0.7880778383776545,-0.7192255436867475
1684119873939591200,0.397591064453125,0.17364917846620082,-0.9896613179519772,-0.9106371733367442
1684119873949560000,0.40756005859375,0.33571664021015163,0.7804796383336186,-0.690533409948647
1684119873959530200,0.4175302734375,0.07600771940350533,0.2152303121328354,-0.7189607552707195
1684119873969500200,0.427500244140625,-0.4575619816809892,0.5160127093449235,-0.6165864224672317
1684119873979470000,0.437469970703125,-0.07354512868225574,1.9769886399984358,-0.501330396258831
1684119873989442600,0.447442626953125,-0.44525604233741756,1.8548221037492154,0.9208136994361877
1684119873999412500,0.45741259765625,-0.2987964840918779,1.807847294345498,1.7107342430710792
1684119874009382400,0.46738232421875,-0.08881225591897964,1.8867402137964964,1.2952239351779222
1684119874019351600,0.4773515625,-0.35158874760270115,1.8024904434874653,1.1790373501211404
1684119874029321700,0.48732177734375,-0.2711123583525419,1.1077800401151179,1.803812924262881
1684119874039291600,0.497291748046875,0.07057400391697884,0.3046943099588156,1.8819933115303515
1684119874049260500,0.507260498046875,-0.09749766667783259,-0.15257687208205462,1.667809293580055
1684119874059230500,0.51723046875,-0.9074889384388923,-0.26976941931098697,1.1460311525762081
1684119874069200600,0.52720068359375,-1.7449100689172743,-0.9299117826491594,1.4626321734279393
1684119874079169500,0.53716943359375,-1.4099217429816722,-1.248184828366339,1.4881097290337084
1684119874089139700,0.5471396484375,-1.671906792026758,-0.9458566630169749,1.0210925212651492
1684119874099109600,0.557109619140625,-2.0405191551446915,-0.4829281858667731,0.6484948879033327
1684119874109078500,0.56707861328125,-1.7650515241920948,-0.412723892045021,0.4977957923918962
1684119874119048700,0.577048583984375,-1.0009627564281225,-0.29875352173298597,0.7268249127745628
1684119874129018600,0.5870185546875,-0.7499018369793892,-0.06215776548832654,1.3793471564978361
1684119874138987500,0.596987548828125,-0.6009998540177941,-0.24455665212124586,2.729922976541519
1684119874148957400,0.60695751953125,0.3101385468393564,0.4592027346253395,3.8829847584068773
1684119874158927600,0.616927734375,0.21083792239278554,-0.24511282469928264,3.8792952562391756
1684119874168896800,0.626896728515625,2.0326541208580133,-1.315400169505179,5.2166246412187816
1684119874178866700,0.63686669921875,4.667034656442701,-1.5819766379937528,3.520965217682719
1684119874188836600,0.646836669921875,5.374771130126715,-1.8163392283588646,2.3536036923080683
1684119874198805500,0.656805419921875,6.044998541888594,-1.84861243545413,1.3269453536093234
