1.684131134017042432e+18,5.204248046874999922e-02,6.890943596193127921e-03,-3.893843835356194244e-02,7.490729928250632053e-02
1.684131134027015424e+18,6.201538085937499667e-02,-2.576438413590643323e-02,-2.515659918757326072e-02,1.147106491816989211e-02
1.684131134036987648e+18,7.198754882812499756e-02,-5.251489967053303565e-02,-1.049417432046626658e-02,-4.567322190463370818e-02
1.684131134046960384e+18,8.196044921874999500e-02,-7.060328727818494798e-02,5.536159471458137853e-03,-9.331677872713302346e-02
1.684131134056932352e+18,9.193237304687500167e-02,-7.821964616999518838e-02,2.320408009929146587e-02,-1.297853764382737030e-01
1.684131134066904576e+18,1.019045410156250026e-01,-7.471163578861582388e-02,4.250642798373524545e-02,-1.551629245789065970e-01
1.684131134076877312e+18,1.118771972656250058e-01,-6.069651589328108054e-02,6.316344407840902841e-02,-1.711900738144481182e-01
1.684131134086849536e+18,1.218496093750000009e-01,-3.803975413194245203e-02,8.466407872248810085e-02,-1.808634964471636519e-01
1.684131134096821248e+18,1.318212890625000133e-01,-9.677575065705960530e-03,1.063439289000402965e-01,-1.878193996830996582e-01
1.684131134106794240e+18,1.417941894531249969e-01,2.071512261438621452e-02,1.274720596707455411e-01,-1.956316985349329240e-01
1.684131134116766464e+18,1.517663574218749978e-01,4.918246262879815561e-02,1.473278827788715994e-01,-2.071832325079920878e-01
1.684131134126739456e+18,1.617395019531250033e-01,7.201985176202380101e-02,1.652629684425751255e-01,-2.242546288186138270e-01
1.684131134136711424e+18,1.717114257812500100e-01,8.631722865772376019e-02,1.807544524374017636e-01,-2.474027384689927167e-01
1.684131134146683392e+18,1.816833496093749889e-01,9.044299639768611787e-02,1.934578633166897377e-01,-2.760946244735795196e-01
1.684131134156656384e+18,1.916564941406249944e-01,8.439336679934128504e-02,2.032580161251863193e-01,-3.089891211208276589e-01
1.684131134166628352e+18,2.016284179687500011e-01,6.993368261151702847e-02,2.103046828023403536e-01,-3.442599386558610752e-01
1.684131134176601344e+18,2.116013183593750124e-01,5.047881211674556945e-02,2.150127188126368660e-01,-3.799079147826404101e-01
1.684131134186573568e+18,2.215734863281250133e-01,3.070382631560897302e-02,2.180069555167986062e-01,-4.140538065026101444e-01
1.684131134196545280e+18,2.315451660156249980e-01,1.593228119690469000e-02,2.200000306651782866e-01,-4.452052430349940360e-01
1.684131134206518528e+18,2.415185546874999978e-01,1.139636203258555594e-02,2.216066657503564796e-01,-4.724701022801181538e-01
1.684131134216490496e+18,2.514904785156250044e-01,2.148613625450547515e-02,2.231196846083400021e-01,-4.956753659368799969e-01
1.684131134226462464e+18,2.614624023437500111e-01,4.910380889887658307e-02,2.242945121170073774e-01,-5.153578456386228579e-01
1.684131134236435456e+18,2.714355468749999889e-01,9.522066646522556188e-02,2.242005586443704124e-01,-5.326162195630819163e-01
1.684131134246407424e+18,2.814074707031249956e-01,1.587042755727730847e-01,2.211949941088447724e-01,-5.488450891909039120e-01
1.684131134256380416e+18,2.913803710937499791e-01,2.364427047170046814e-01,2.130563711695128426e-01,-5.654034676651664704e-01
1.684131134266352384e+18,3.013522949218749858e-01,3.237441354276512362e-01,1.972817001264467185e-01,-5.832902132626607283e-01
1.684131134276324608e+18,3.113247070312499809e-01,4.149405143652563632e-01,1.715043249828950844e-01,-6.028954892821098976e-01
1.684131134286297344e+18,3.212973632812500258e-01,5.040818731593335045e-01,1.339470415992421171e-01,-6.238692094096646157e-01
1.684131134296269312e+18,3.312692871093749769e-01,5.855886641012943983e-01,8.380961277271029020e-02,-6.451081803095568556e-01
1.684131134306241536e+18,3.412414550781249778e-01,6.547501487867125602e-01,2.151599107582838344e-02,-6.648336044398488465e-01
